pol	phi
0.25	-9.47366
0.25	-77.8372
0.25	-62.9307
0.25	161.266
0.25	-43.5542
0.25	-13.3346
0.25	-0.865209
0.25	59.3544
0.25	148.173
0.25	80.6351
0.25	-122.191
0.25	81.7918
0.25	65.4274
0.25	-34.5568
0.25	-57.0608
0.25	-35.2551
0.25	-90.3732
0.25	76.811
0.25	11.1034
0.25	-155.377
0.25	157.67
0.25	76.4705
0.25	152.941
0.25	-151.877
0.25	-85.3568
0.25	-26.2802
0.25	-64.9396
0.25	167.166
0.25	-34.815
0.25	9.98648
0.25	-141.998
0.25	34.4032
0.25	-155.928
0.25	-74.597
0.25	141.61
0.25	166.044
0.25	90.6683
0.25	-179.448
0.25	-33.6987
0.25	-4.32277
0.25	-94.9409
0.25	-47.405
0.25	-142.438
0.25	36.0518
0.25	-99.3793
0.25	132.942
0.25	17.2339
0.25	139.587
0.25	50.9735
0.25	1.78322
0.25	-107.635
0.25	1.75796
0.25	130.891
0.25	149.931
0.25	-96.0548
0.25	100.059
0.25	68.6484
0.25	31.5883
0.25	-83.5034
0.25	-104.093
0.25	-28.8717
0.25	-80.2892
0.25	108.678
0.25	173.975
0.25	-91.4495
0.25	-118.301
0.25	67.132
0.25	37.5132
0.25	9.40614
0.25	-174.299
0.25	-146.901
0.25	94.9056
0.25	-156.363
0.25	-110.491
0.25	-122.306
0.25	2.48105
0.25	-86.3094
0.25	-138.464
0.25	-42.2879
0.25	102.28
0.25	40.7156
0.25	-163.079
0.25	-161.502
0.25	179.743
0.25	-75.5442
0.25	27.7308
0.25	-72.973
0.25	-45.2731
0.25	-150.445
0.25	77.0698
0.25	-110.021
0.25	145.326
0.25	-174.981
0.25	-121.141
0.25	-131.237
0.25	18.4086
0.25	111.58
0.25	-119.612
0.25	-89.0534
0.25	5.4573
0.25	-18.6092
0.25	93.7483
0.25	22.3053
0.25	-166.416
0.25	-105.72
0.25	170.129
0.25	-126.704
0.25	-93.7963
0.25	47.2901
0.25	59.1815
0.25	-72.8516
0.25	17.5997
0.25	-162.34
0.25	90.1459
0.25	43.6296
0.25	-152.277
0.25	57.145
0.25	-175.449
0.25	107.121
0.25	40.7395
0.25	-71.3658
0.25	-171.74
0.25	-111.561
0.25	-81.2349
0.25	18.9305
0.25	-97.1659
0.25	31.8889
0.25	23.7717
0.25	133.129
0.25	-154.041
0.25	-54.209
0.25	58.6993
0.25	-162.929
0.25	-105.236
0.25	100.25
0.25	-161.941
0.25	-85.1702
0.25	-112.848
0.25	92.4087
0.25	-103.168
0.25	-79.3279
0.25	12.1577
0.25	-81.8126
0.25	-152.178
0.25	6.52107
0.25	-75.5759
0.25	163.934
0.25	-167.338
0.25	-20.1986
0.25	152.164
0.25	23.3949
0.25	-150.78
0.25	-57.758
0.25	132.739
0.25	161.828
0.25	-3.98311
0.25	-115.053
0.25	160.6
0.25	-26.1299
0.25	-13.684
0.25	114.108
0.25	-130.733
0.25	-129.303
0.25	94.1202
0.25	72.8027
0.25	-38.8298
0.25	168.989
0.25	-170.916
0.25	-141.329
0.25	13.9422
0.25	144.197
0.25	-61.1732
0.25	-127.604
0.25	66.9574
0.25	131.239
0.25	20.9321
0.25	93.2929
0.25	-61.4621
0.25	-19.0292
0.25	-127.781
0.25	84.1479
0.25	-91.881
0.25	-152.331
0.25	45.7418
0.25	92.7478
0.25	-3.3503
0.25	-4.90084
0.25	170.634
0.25	-170.04
0.25	-46.7866
0.25	-154.101
0.25	36.4561
0.25	113.259
0.25	-113.235
0.25	47.3363
0.25	163.67
0.25	-117.338
0.25	-148.884
0.25	108.248
0.25	1.01946
0.25	15.1628
0.25	-108.946
0.25	-97.2404
0.25	-177.057
0.25	48.0023
0.25	-138.382
0.25	48.6527
0.25	73.0578
0.25	120.591
0.25	-127.515
0.25	-131.372
0.25	-9.20401
0.25	-6.55567
0.25	36.1223
0.25	170.891
0.25	-25.5713
0.25	-141.858
0.25	48.1788
0.25	172.962
0.25	-82.8648
0.25	154.463
0.25	103.933
0.25	-168.475
0.25	-13.8456
0.25	-151.833
0.25	-35.535
0.25	175.331
0.25	142.256
0.25	-92.6056
0.25	3.61511
0.25	-165.596
0.25	-66.111
0.25	-28.0252
0.25	-158.873
0.25	4.44406
0.25	-154.648
0.25	-81.8356
0.25	34.4119
0.25	-120.472
0.25	-17.5087
0.25	157.757
0.25	8.78987
0.25	168.372
0.25	-10.6085
0.25	-135.03
0.25	70.2598
0.25	8.4313
0.25	64.6936
0.25	-51.9638
